-5445.416666;-5330.804472;-5405.191113;-5435.891009;-5393.053122;-5344.676757;-5274.75043;-5332.841844;-5430.58147;-5274.58396;-5951.227666
-2140.516459;-2127.140542;-2145.333302;-2128.484492;-2099.323526;-3670.962858;-4221.076858;-3567.697659;-2865.903548;1.631925473;-3633.562066
-2099.52667;-1469.449921;-1028.347171;-2098.984903;-2250.580225;-836.7258366;-2999.784946;1.092708568;-2127.710806;-827.3958708;-824.9561071
-2098.157718;-1027.554649;-119.3955216;-2098.196516;-813.403702;-104.8141072;1.069169845;-101.6407287;-102.0368671;-82.23984452;-128.1676472
-2099.410842;-2098.648026;-529.9765084;-2099.580096;-2099.218047;-171.639556;1.083057247;-2098.962956;-2999.248251;-28.19152156;-3004.38492
-22.69375321;-503.3654463;-101.6011874;-442.2427881;-2099.209777;-10.31855341;-34.8001143;1.101484355;-6.39720935;-9.622068376;-23.1669381
-2123.921726;-2999.406329;-34.15543711;-2128.473917;-2104.738584;-3.342588615;-3.998043253;-8.774765567;1.095099034;-4.639088353;-3.986834357
1.110156201;-0.664268563;-2099.201628;-2.696900968;-2.901845964;1.532435646;-0.756077837;-2.84804695;-0.173905536;-0.492659411;-0.848798728
-0.703473722;-2100.238996;-0.143804342;-2108.859219;-2101.163701;-1.880843969;1.167361953;-36.24772119;-35.76214642;-1.39225975;-0.272868101
0.380381503;0.380235634;0.380478583;0.380511302;0.380424188;1.167994968;-1.060910777;-0.156212833;-246.1786985;-1.252601552;-0.319188519
-2141.583366;-2154.659164;-2119.112542;-2098.818037;-1468.727803;-8.999541521;-4.440664294;-4.237063161;1.160687574;-2.100252799;-1468.430707
